locus_tag	ftype	length_bp	gene	EC_number	COG	product
ILPPLFEM_05463	CDS	246				hypothetical protein
ILPPLFEM_05464	CDS	231	vapB		COG4456	Antitoxin VapB
ILPPLFEM_05465	CDS	402	vapC_1	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
ILPPLFEM_05466	CDS	246				hypothetical protein
ILPPLFEM_05467	CDS	483				hypothetical protein
ILPPLFEM_05468	CDS	246				hypothetical protein
ILPPLFEM_05469	CDS	1488	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
ILPPLFEM_05470	CDS	501	purE_1	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
ILPPLFEM_05471	CDS	516				hypothetical protein
ILPPLFEM_05472	CDS	276				hypothetical protein
ILPPLFEM_05473	CDS	519				hypothetical protein
ILPPLFEM_05474	CDS	1659	flgK_2		COG1256	Flagellar hook-associated protein 1
ILPPLFEM_05475	CDS	1926				hypothetical protein
ILPPLFEM_05476	CDS	1593				hypothetical protein
ILPPLFEM_05477	CDS	504	fliW_2		COG1699	Flagellar assembly factor FliW
ILPPLFEM_05478	CDS	219	csrA_2		COG1551	Translational regulator CsrA
ILPPLFEM_05479	CDS	2967				TonB-dependent receptor P26
ILPPLFEM_05480	CDS	1629				hypothetical protein
ILPPLFEM_05481	CDS	1032				hypothetical protein
ILPPLFEM_05482	CDS	1734				hypothetical protein
ILPPLFEM_05483	CDS	408	rpsI_3		COG0103	30S ribosomal protein S9
ILPPLFEM_05484	CDS	438	rplM_3		COG0102	50S ribosomal protein L13
ILPPLFEM_05485	CDS	531	infC_2			Translation initiation factor IF-3
ILPPLFEM_05486	CDS	204				hypothetical protein
ILPPLFEM_05487	CDS	105				hypothetical protein
ILPPLFEM_05488	CDS	351	rplT_2			50S ribosomal protein L20
ILPPLFEM_05489	CDS	1206	ddpX	3.4.13.22		D-alanyl-D-alanine dipeptidase
ILPPLFEM_05490	CDS	1683				hypothetical protein
ILPPLFEM_05491	CDS	1314	patA_2	2.3.1.-	COG1696	Peptidoglycan O-acetyltransferase
ILPPLFEM_05492	CDS	2265				hypothetical protein
ILPPLFEM_05493	CDS	1368				hypothetical protein
ILPPLFEM_05494	CDS	1728	recF_5			DNA replication and repair protein RecF
ILPPLFEM_05495	CDS	864				hypothetical protein
ILPPLFEM_05496	CDS	1584				hypothetical protein
ILPPLFEM_05497	CDS	1335				hypothetical protein
ILPPLFEM_05498	CDS	711				hypothetical protein
ILPPLFEM_05499	CDS	1908	recF_6			DNA replication and repair protein RecF
ILPPLFEM_05500	CDS	1815	rep_1	3.6.4.12		ATP-dependent DNA helicase Rep
ILPPLFEM_05501	CDS	402				hypothetical protein
ILPPLFEM_05502	CDS	558				hypothetical protein
ILPPLFEM_05503	CDS	1011				hypothetical protein
ILPPLFEM_05504	CDS	1320				hypothetical protein
ILPPLFEM_05505	CDS	249				hypothetical protein
ILPPLFEM_05506	CDS	609				hypothetical protein
ILPPLFEM_05507	CDS	1014				hypothetical protein
ILPPLFEM_05508	CDS	630				hypothetical protein
ILPPLFEM_05509	CDS	1266				hypothetical protein
ILPPLFEM_05510	CDS	981				hypothetical protein
ILPPLFEM_05511	CDS	624				hypothetical protein
ILPPLFEM_05512	CDS	294	fliG_3		COG1536	Flagellar motor switch protein FliG
ILPPLFEM_05513	CDS	519				hypothetical protein
ILPPLFEM_05514	CDS	378				hypothetical protein
ILPPLFEM_05515	CDS	585				hypothetical protein
ILPPLFEM_05516	CDS	3003				hypothetical protein
ILPPLFEM_05517	CDS	540				hypothetical protein
ILPPLFEM_05518	CDS	2055	viaA			Protein ViaA
ILPPLFEM_05519	CDS	285				hypothetical protein
ILPPLFEM_05520	CDS	2076	ravA	3.6.3.-		ATPase RavA
ILPPLFEM_05521	CDS	921				hypothetical protein
ILPPLFEM_05522	CDS	618				hypothetical protein
ILPPLFEM_05523	CDS	810	rnfB_3	7.2.1.2	COG2878	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit B
ILPPLFEM_05524	CDS	582	rnfA_3	7.2.1.2	COG4657	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit A
ILPPLFEM_05525	CDS	660	rnfE_2	7.2.1.2	COG4660	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit E
ILPPLFEM_05526	CDS	519	rnfG_3	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
ILPPLFEM_05527	CDS	921	rnfD_3	7.2.1.2	COG4658	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D
ILPPLFEM_05528	CDS	1281	rnfC_4	7.1.1.-	COG4656	Proton-translocating ferredoxin:NAD(+) oxidoreductase complex subunit C
ILPPLFEM_05529	CDS	501				hypothetical protein
ILPPLFEM_05530	CDS	378				hypothetical protein
ILPPLFEM_05531	CDS	981	apbE_3	2.7.1.180	COG1477	FAD:protein FMN transferase
ILPPLFEM_05532	CDS	696				hypothetical protein
ILPPLFEM_05533	CDS	1980	purR_6			HTH-type transcriptional repressor PurR
ILPPLFEM_05534	CDS	720	ispD_1	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
ILPPLFEM_05535	CDS	1038	tsaD_3	2.3.1.234	COG0533	tRNA N6-adenosine threonylcarbamoyltransferase
ILPPLFEM_05536	CDS	645				hypothetical protein
ILPPLFEM_05537	CDS	909	rnz	3.1.26.11	COG1234	Ribonuclease Z
ILPPLFEM_05538	CDS	255				hypothetical protein
ILPPLFEM_05539	CDS	501	rimI_2	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
ILPPLFEM_05540	CDS	714	tsaB_4		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
ILPPLFEM_05541	CDS	330	tsaE_4		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
ILPPLFEM_05542	CDS	1956	nuoL	7.1.1.-	COG1009	NADH-quinone oxidoreductase subunit L
ILPPLFEM_05543	CDS	309	nuoK	7.1.1.-	COG0713	NADH-quinone oxidoreductase subunit K
ILPPLFEM_05544	CDS	528				hypothetical protein
ILPPLFEM_05545	CDS	531	nuoI	7.1.1.-	COG1143	NADH-quinone oxidoreductase subunit I
ILPPLFEM_05546	CDS	1086	nuoH	7.1.1.-	COG1005	NADH-quinone oxidoreductase subunit H
ILPPLFEM_05547	CDS	1572	nuoC	7.1.1.-		NADH-quinone oxidoreductase subunit C/D
ILPPLFEM_05548	CDS	726	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
ILPPLFEM_05549	CDS	351	ndhC	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
ILPPLFEM_05550	CDS	2571				hypothetical protein
ILPPLFEM_05551	CDS	648				hypothetical protein
ILPPLFEM_05552	CDS	552				hypothetical protein
ILPPLFEM_05553	CDS	1365				hypothetical protein
ILPPLFEM_05554	CDS	402				hypothetical protein
ILPPLFEM_05555	CDS	1305				hypothetical protein
ILPPLFEM_05556	CDS	717				hypothetical protein
ILPPLFEM_05557	CDS	870	comEC_2		COG0658	ComE operon protein 3
ILPPLFEM_05558	CDS	693				hypothetical protein
ILPPLFEM_05559	CDS	222				hypothetical protein
ILPPLFEM_05560	CDS	1899	feoB_4		COG0370	Fe(2+) transporter FeoB
ILPPLFEM_05561	CDS	1116				Sodium-lithium/proton antiporter
ILPPLFEM_05562	CDS	1377				hypothetical protein
ILPPLFEM_05563	CDS	414				hypothetical protein
ILPPLFEM_05564	CDS	1827				hypothetical protein
ILPPLFEM_05565	CDS	651	padE	1.2.1.58		NADH-dependent phenylglyoxylate dehydrogenase subunit gamma
ILPPLFEM_05566	CDS	1242	paaK	6.2.1.30	COG1541	Phenylacetate-coenzyme A ligase
ILPPLFEM_05567	CDS	504				hypothetical protein
ILPPLFEM_05568	CDS	777	rlmB_2	2.1.1.185	COG0566	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
ILPPLFEM_05569	CDS	1635				hypothetical protein
ILPPLFEM_05570	CDS	579				hypothetical protein
ILPPLFEM_05571	CDS	1728			COG1132	putative ABC transporter ATP-binding protein
ILPPLFEM_05572	CDS	1896			COG1132	putative ABC transporter ATP-binding protein
ILPPLFEM_05573	CDS	828				hypothetical protein
ILPPLFEM_05574	CDS	915	bcrA_2			Bacitracin transport ATP-binding protein BcrA
ILPPLFEM_05575	CDS	774	sigG		COG1191	RNA polymerase sigma-G factor
ILPPLFEM_05576	CDS	333				hypothetical protein
ILPPLFEM_05577	CDS	219				hypothetical protein
ILPPLFEM_05578	CDS	219				hypothetical protein
ILPPLFEM_05579	CDS	405				hypothetical protein
ILPPLFEM_05580	CDS	666				hypothetical protein
ILPPLFEM_05581	CDS	813				hypothetical protein
ILPPLFEM_05582	CDS	1557	sacA_3	3.2.1.26		Sucrose-6-phosphate hydrolase
ILPPLFEM_05583	CDS	984	scrK_2	2.7.1.4	COG0524	Fructokinase
ILPPLFEM_05584	CDS	1752			COG1132	putative ABC transporter ATP-binding protein
ILPPLFEM_05585	CDS	447	slyA_1			Transcriptional regulator SlyA
ILPPLFEM_05586	CDS	1365				hypothetical protein
ILPPLFEM_05587	CDS	324				hypothetical protein
ILPPLFEM_05588	CDS	1311	mleN_2		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
ILPPLFEM_05589	CDS	696				hypothetical protein
ILPPLFEM_05590	CDS	723				hypothetical protein
ILPPLFEM_05591	CDS	1299				hypothetical protein
ILPPLFEM_05592	CDS	801	cbpA_4		COG2214	Curved DNA-binding protein
ILPPLFEM_05593	CDS	522				hypothetical protein
ILPPLFEM_05594	CDS	1770		4.2.1.53	COG4716	Oleate hydratase
ILPPLFEM_05595	CDS	579				hypothetical protein
ILPPLFEM_05596	CDS	294				hypothetical protein
ILPPLFEM_05597	CDS	1137				hypothetical protein
ILPPLFEM_05598	CDS	1185	scmP	3.5.1.-	COG1473	N-acetylcysteine deacetylase
ILPPLFEM_05599	CDS	228	tlp			Small, acid-soluble spore protein Tlp
ILPPLFEM_05600	CDS	624	iolU_2	1.1.1.371	COG0673	scyllo-inositol 2-dehydrogenase (NADP(+)) IolU
ILPPLFEM_05601	CDS	180				hypothetical protein
ILPPLFEM_05602	CDS	1794	uvrC_4		COG0322	UvrABC system protein C
ILPPLFEM_05603	CDS	198				hypothetical protein
ILPPLFEM_05604	CDS	858	rlmL_1	2.1.1.264		Ribosomal RNA large subunit methyltransferase K/L
ILPPLFEM_05605	CDS	327	rluC_4	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
ILPPLFEM_05606	CDS	396				hypothetical protein
ILPPLFEM_05607	CDS	627	agrB	3.4.-.-		Accessory gene regulator protein B
ILPPLFEM_05608	CDS	120				hypothetical protein
ILPPLFEM_05609	CDS	990				hypothetical protein
ILPPLFEM_05610	CDS	156				hypothetical protein
ILPPLFEM_05611	CDS	582		3.6.1.66		dITP/XTP pyrophosphatase
ILPPLFEM_05612	CDS	666	trmB_2	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
ILPPLFEM_05613	CDS	678	srrA_2		COG0745	Transcriptional regulatory protein SrrA
ILPPLFEM_05614	CDS	1071				hypothetical protein
ILPPLFEM_05615	CDS	1317	cda	7.2.2.10		Calcium-transporting ATPase
ILPPLFEM_05616	CDS	666	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
ILPPLFEM_05617	CDS	1722	clpA_2		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
ILPPLFEM_05618	CDS	2217				hypothetical protein
ILPPLFEM_05619	CDS	663	axeA1_2	3.1.1.72	COG0657	Acetylxylan esterase
ILPPLFEM_05620	CDS	360				hypothetical protein
ILPPLFEM_05621	CDS	2166				hypothetical protein
ILPPLFEM_05622	CDS	1077		3.1.4.-	COG3437	putative cyclic di-GMP phosphodiesterase
ILPPLFEM_05623	CDS	483				hypothetical protein
ILPPLFEM_05624	CDS	210				hypothetical protein
ILPPLFEM_05625	CDS	1722				hypothetical protein
ILPPLFEM_05626	CDS	705				hypothetical protein
ILPPLFEM_05627	CDS	1065	ywlC_3	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase
ILPPLFEM_05628	CDS	432	ywlF_2	5.3.1.-	COG0698	Putative sugar phosphate isomerase YwlF
ILPPLFEM_05629	CDS	630	upp_3	2.4.2.9		Uracil phosphoribosyltransferase
ILPPLFEM_05630	CDS	492	tadA_4	3.5.4.33		tRNA-specific adenosine deaminase
ILPPLFEM_05631	CDS	1164				hypothetical protein
ILPPLFEM_05632	CDS	1461	ftsH_6	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
ILPPLFEM_05633	CDS	2523	dnaK_2			Chaperone protein DnaK
ILPPLFEM_05634	CDS	336				hypothetical protein
ILPPLFEM_05635	CDS	1236				hypothetical protein
ILPPLFEM_05636	CDS	387				hypothetical protein
ILPPLFEM_05637	CDS	1875				hypothetical protein
ILPPLFEM_05638	CDS	1545	recJ_2	3.1.-.-	COG0608	Single-stranded-DNA-specific exonuclease RecJ
ILPPLFEM_05639	CDS	1248				hypothetical protein
ILPPLFEM_05640	CDS	201	sspC1_2			Small, acid-soluble spore protein C1
ILPPLFEM_05641	CDS	1074	murG_4	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
ILPPLFEM_05642	CDS	126				hypothetical protein
ILPPLFEM_05643	CDS	1101				hypothetical protein
ILPPLFEM_05644	CDS	3219				hypothetical protein
ILPPLFEM_05645	CDS	786				hypothetical protein
ILPPLFEM_05646	CDS	534				hypothetical protein
ILPPLFEM_05647	CDS	927				hypothetical protein
ILPPLFEM_05648	CDS	2535	dnaK_3			Chaperone protein DnaK
ILPPLFEM_05649	CDS	1785	ftsH_7	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
ILPPLFEM_05650	CDS	477				hypothetical protein
ILPPLFEM_05651	CDS	498				hypothetical protein
ILPPLFEM_05652	CDS	408				hypothetical protein
ILPPLFEM_05653	CDS	243				hypothetical protein
ILPPLFEM_05654	CDS	687	tepA		COG0740	Translocation-enhancing protein TepA
ILPPLFEM_05655	CDS	2634	spoIIIE_2		COG1674	DNA translocase SpoIIIE
ILPPLFEM_05656	CDS	1671	fhs_2	6.3.4.3	COG2759	Formate--tetrahydrofolate ligase
ILPPLFEM_05657	CDS	849	folD_2		COG0190	Bifunctional protein FolD protein
ILPPLFEM_05658	CDS	396				hypothetical protein
ILPPLFEM_05659	CDS	1608				hypothetical protein
ILPPLFEM_05660	CDS	1707				hypothetical protein
ILPPLFEM_05661	CDS	1635				hypothetical protein
ILPPLFEM_05662	CDS	243				hypothetical protein
ILPPLFEM_05663	CDS	1002		3.2.1.-		Beta-xylosidase
ILPPLFEM_05664	CDS	2424				hypothetical protein
ILPPLFEM_05665	CDS	2157				hypothetical protein
ILPPLFEM_05666	CDS	747				hypothetical protein
ILPPLFEM_05667	CDS	168				Ferredoxin
ILPPLFEM_05668	CDS	2436	glgP_4	2.4.1.1	COG0058	Glycogen phosphorylase
ILPPLFEM_05669	CDS	1437	glgA_4	2.4.1.21	COG0297	Glycogen synthase
ILPPLFEM_05670	CDS	1896	glgB_2	2.4.1.18		1,4-alpha-glucan branching enzyme GlgB
ILPPLFEM_05671	CDS	1413	pyk_3	2.7.1.40	COG0469	Pyruvate kinase
ILPPLFEM_05672	CDS	963	pfkA_2	2.7.1.11		ATP-dependent 6-phosphofructokinase
ILPPLFEM_05673	CDS	1242	dnaE2	2.7.7.7		Error-prone DNA polymerase
ILPPLFEM_05674	CDS	1179				hypothetical protein
ILPPLFEM_05675	CDS	957	dnaE_2	2.7.7.7	COG0587	DNA polymerase III subunit alpha
ILPPLFEM_05676	CDS	141				hypothetical protein
ILPPLFEM_05677	CDS	987	cbh_2	3.5.1.24		Choloylglycine hydrolase
ILPPLFEM_05678	CDS	795	pflA_2	1.97.1.4	COG1180	Pyruvate formate-lyase 1-activating enzyme
ILPPLFEM_05679	CDS	2253	pflB_2	2.3.1.54		Formate acetyltransferase
ILPPLFEM_05680	CDS	627			COG1136	putative ABC transporter ATP-binding protein
ILPPLFEM_05681	CDS	1359				hypothetical protein
ILPPLFEM_05682	CDS	873				hypothetical protein
ILPPLFEM_05683	CDS	1326				hypothetical protein
ILPPLFEM_05684	CDS	915				IS1595 family transposase ISCco4
ILPPLFEM_05685	CDS	1596				hypothetical protein
ILPPLFEM_05686	CDS	2154				hypothetical protein
ILPPLFEM_05687	CDS	3123				TonB-dependent receptor P26
ILPPLFEM_05688	CDS	1944				hypothetical protein
ILPPLFEM_05689	CDS	948				hypothetical protein
ILPPLFEM_05690	CDS	144				hypothetical protein
ILPPLFEM_05691	CDS	2151	topB_5	5.6.2.1	COG0550	DNA topoisomerase 3
ILPPLFEM_05692	CDS	3234	carB_3	6.3.5.5		Carbamoyl-phosphate synthase large chain
ILPPLFEM_05693	CDS	846	lutA		COG0247	Lactate utilization protein A
ILPPLFEM_05694	CDS	606				hypothetical protein
ILPPLFEM_05695	CDS	597	algU_2		COG1595	RNA polymerase sigma-H factor
ILPPLFEM_05696	CDS	669	rpe_3	5.1.3.1		Ribulose-phosphate 3-epimerase
ILPPLFEM_05697	CDS	129				hypothetical protein
ILPPLFEM_05698	CDS	999	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
ILPPLFEM_05699	CDS	804	trpC_1			Indole-3-glycerol phosphate synthase
ILPPLFEM_05700	CDS	1008	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
ILPPLFEM_05701	CDS	222				hypothetical protein
ILPPLFEM_05702	CDS	2073	ctpC_1	3.6.3.-	COG2217	Manganese-exporting P-type ATPase
ILPPLFEM_05703	CDS	303				hypothetical protein
ILPPLFEM_05704	CDS	603	hrb		COG1773	High molecular weight rubredoxin
ILPPLFEM_05705	rRNA	103				5S ribosomal RNA
ILPPLFEM_05706	CDS	282				hypothetical protein
ILPPLFEM_05707	CDS	309	yafQ_2	3.1.-.-	COG3041	mRNA interferase toxin YafQ
ILPPLFEM_05708	CDS	627				hypothetical protein
ILPPLFEM_05709	CDS	276	rpmA_3			50S ribosomal protein L27
ILPPLFEM_05710	CDS	1320	obg_3	3.6.5.-	COG0536	GTPase Obg
ILPPLFEM_05711	CDS	315				hypothetical protein
ILPPLFEM_05712	CDS	606				hypothetical protein
ILPPLFEM_05713	CDS	360	rsfS_4		COG0799	Ribosomal silencing factor RsfS
ILPPLFEM_05714	CDS	210				hypothetical protein
ILPPLFEM_05715	CDS	1158			COG0683	Leu/Ile/Val-binding protein 
ILPPLFEM_05716	CDS	885	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
ILPPLFEM_05717	CDS	1131				hypothetical protein
ILPPLFEM_05718	CDS	1014	degA_3		COG1609	HTH-type transcriptional regulator DegA
ILPPLFEM_05719	CDS	1290				hypothetical protein
ILPPLFEM_05720	CDS	864	ngcF		COG1175	Diacetylchitobiose uptake system permease protein NgcF
ILPPLFEM_05721	CDS	846	araQ_8		COG0395	L-arabinose transport system permease protein AraQ
ILPPLFEM_05722	CDS	1497	sacA_4	3.2.1.26		Sucrose-6-phosphate hydrolase
ILPPLFEM_05723	CDS	990	scrK_3	2.7.1.4	COG0524	Fructokinase
ILPPLFEM_05724	CDS	1533				hypothetical protein
ILPPLFEM_05725	CDS	435				hypothetical protein
ILPPLFEM_05726	CDS	357				hypothetical protein
ILPPLFEM_05727	CDS	435				hypothetical protein
ILPPLFEM_05728	CDS	1233				hypothetical protein
ILPPLFEM_05729	CDS	543				hypothetical protein
ILPPLFEM_05730	CDS	660	rex1		COG2344	Redox-sensing transcriptional repressor Rex 1
ILPPLFEM_05731	CDS	624				hypothetical protein
ILPPLFEM_05732	CDS	1542	nnr_3		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
ILPPLFEM_05733	CDS	342	mazF	3.1.-.-		Endoribonuclease MazF
ILPPLFEM_05734	CDS	729			COG0217	putative transcriptional regulatory protein
ILPPLFEM_05735	CDS	1272		2.5.1.-	COG2873	O-acetyl-L-homoserine sulfhydrylase
ILPPLFEM_05736	CDS	1296				hypothetical protein
ILPPLFEM_05737	CDS	660				hypothetical protein
ILPPLFEM_05738	CDS	1269				hypothetical protein
ILPPLFEM_05739	CDS	2148				hypothetical protein
ILPPLFEM_05740	CDS	429				hypothetical protein
ILPPLFEM_05741	CDS	267				hypothetical protein
ILPPLFEM_05742	CDS	216				hypothetical protein
ILPPLFEM_05743	CDS	1179				hypothetical protein
ILPPLFEM_05744	CDS	834	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
ILPPLFEM_05745	CDS	999	arnC_5	2.4.2.53		Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
ILPPLFEM_05746	CDS	1422				hypothetical protein
ILPPLFEM_05747	CDS	750		2.4.1.187		N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase
ILPPLFEM_05748	CDS	159				hypothetical protein
ILPPLFEM_05749	CDS	540				hypothetical protein
ILPPLFEM_05750	CDS	1173	adh2_1	1.1.1.192	COG1979	Long-chain-alcohol dehydrogenase 2
ILPPLFEM_05751	CDS	531				hypothetical protein
ILPPLFEM_05752	CDS	2043	topB_6	5.6.2.1	COG0550	DNA topoisomerase 3
ILPPLFEM_05753	CDS	180				hypothetical protein
ILPPLFEM_05754	CDS	888				hypothetical protein
ILPPLFEM_05755	CDS	282				hypothetical protein
ILPPLFEM_05756	CDS	258				hypothetical protein
ILPPLFEM_05757	CDS	603				hypothetical protein
ILPPLFEM_05758	CDS	354				hypothetical protein
ILPPLFEM_05759	CDS	141				hypothetical protein
ILPPLFEM_05760	CDS	1833				hypothetical protein
ILPPLFEM_05761	CDS	201				hypothetical protein
ILPPLFEM_05762	CDS	588	dnaG_7	2.7.7.-		DNA primase
ILPPLFEM_05763	CDS	264				hypothetical protein
ILPPLFEM_05764	CDS	1725				hypothetical protein
ILPPLFEM_05765	CDS	330				hypothetical protein
ILPPLFEM_05766	CDS	153				hypothetical protein
ILPPLFEM_05767	CDS	3762	purL_4	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
ILPPLFEM_05768	CDS	480	purE_2	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
ILPPLFEM_05769	CDS	705	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
ILPPLFEM_05770	CDS	597				hypothetical protein
ILPPLFEM_05771	CDS	174				hypothetical protein
ILPPLFEM_05772	CDS	150				hypothetical protein
ILPPLFEM_05773	CDS	978	degA_4		COG1609	HTH-type transcriptional regulator DegA
ILPPLFEM_05774	CDS	549				hypothetical protein
ILPPLFEM_05775	CDS	174				hypothetical protein
ILPPLFEM_05776	CDS	96				hypothetical protein
ILPPLFEM_05777	CDS	1362	rssB_4			Regulator of RpoS
ILPPLFEM_05778	CDS	531				hypothetical protein
ILPPLFEM_05779	CDS	165				hypothetical protein
ILPPLFEM_05780	CDS	321				hypothetical protein
ILPPLFEM_05781	CDS	1473	pal_4			Peptidoglycan-associated lipoprotein
ILPPLFEM_05782	CDS	717				hypothetical protein
ILPPLFEM_05783	CDS	627	purN_1	2.1.2.2	COG0299	Phosphoribosylglycinamide formyltransferase
ILPPLFEM_05784	CDS	1110	purM_1	6.3.3.1		Phosphoribosylformylglycinamidine cyclo-ligase
ILPPLFEM_05785	CDS	1173				hypothetical protein
ILPPLFEM_05786	CDS	204				hypothetical protein
ILPPLFEM_05787	CDS	762		2.7.1.176		Toxin zeta
ILPPLFEM_05788	CDS	459	kdgA		COG0800	KHG/KDPG aldolase
ILPPLFEM_05789	CDS	3672	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
ILPPLFEM_05790	CDS	726				hypothetical protein
ILPPLFEM_05791	CDS	648				hypothetical protein
ILPPLFEM_05792	CDS	933	yheS_3		COG0488	putative ABC transporter ATP-binding protein YheS
ILPPLFEM_05793	CDS	681	ung_1	3.2.2.27	COG0692	Uracil-DNA glycosylase
ILPPLFEM_05794	CDS	759	hisF_3	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
ILPPLFEM_05795	CDS	618	hisH_3	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
ILPPLFEM_05796	CDS	1515				hypothetical protein
ILPPLFEM_05797	CDS	780				hypothetical protein
ILPPLFEM_05798	CDS	894	cheV		COG0784	Chemotaxis protein CheV
ILPPLFEM_05799	CDS	777	yhaX		COG0561	Stress response protein YhaX
ILPPLFEM_05800	CDS	1398				hypothetical protein
ILPPLFEM_05801	CDS	534				hypothetical protein
ILPPLFEM_05802	CDS	321				hypothetical protein
ILPPLFEM_05803	CDS	702				hypothetical protein
ILPPLFEM_05804	CDS	1374				hypothetical protein
ILPPLFEM_05805	CDS	1350				hypothetical protein
ILPPLFEM_05806	CDS	603				hypothetical protein
ILPPLFEM_05807	CDS	549	infC_3			Translation initiation factor IF-3
ILPPLFEM_05808	CDS	204				hypothetical protein
ILPPLFEM_05809	CDS	354	rplT_3			50S ribosomal protein L20
ILPPLFEM_05810	CDS	789	aviRb_1	2.1.1.208		23S rRNA (uridine(2479)-2'-O)-methyltransferase
ILPPLFEM_05811	CDS	1215				hypothetical protein
ILPPLFEM_05812	CDS	2079	topA_3	5.6.2.1		DNA topoisomerase 1
ILPPLFEM_05813	CDS	468				hypothetical protein
ILPPLFEM_05814	CDS	1023	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
ILPPLFEM_05815	CDS	1812	trsA	6.3.2.-		Triostin synthetase I
ILPPLFEM_05816	CDS	228	acpP_4			Acyl carrier protein
ILPPLFEM_05817	CDS	966				hypothetical protein
ILPPLFEM_05818	CDS	891				hypothetical protein
ILPPLFEM_05819	CDS	270	rpsO_3		COG0184	30S ribosomal protein S15
ILPPLFEM_05820	CDS	1803	typA		COG1217	GTP-binding protein TypA/BipA
ILPPLFEM_05821	CDS	963				hypothetical protein
ILPPLFEM_05822	CDS	909				hypothetical protein
ILPPLFEM_05823	CDS	1518				hypothetical protein
ILPPLFEM_05824	CDS	486	luxS_4	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
ILPPLFEM_05825	CDS	876	moaA_2			GTP 3',8-cyclase
ILPPLFEM_05826	CDS	942	eglS	3.2.1.4	COG2730	Endoglucanase
ILPPLFEM_05827	CDS	822	thiD_2	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
ILPPLFEM_05828	CDS	681	thiE_2	2.5.1.3		Thiamine-phosphate synthase
ILPPLFEM_05829	CDS	2583	mutS2_5	3.1.-.-		Endonuclease MutS2
ILPPLFEM_05830	CDS	648	gpmB	5.4.2.-		phosphoglycerate mutase GpmB
ILPPLFEM_05831	CDS	876				hypothetical protein
ILPPLFEM_05832	CDS	468	luxS_5	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
ILPPLFEM_05833	CDS	1755				hypothetical protein
ILPPLFEM_05834	CDS	315	rpsJ_4		COG0051	30S ribosomal protein S10
ILPPLFEM_05835	CDS	636	rplC_4		COG0087	50S ribosomal protein L3
ILPPLFEM_05836	CDS	1437	melB		COG2211	Melibiose carrier protein
ILPPLFEM_05837	CDS	1503				hypothetical protein
ILPPLFEM_05838	CDS	2439	lacZ_6	3.2.1.23		Beta-galactosidase
ILPPLFEM_05839	CDS	558				hypothetical protein
ILPPLFEM_05840	CDS	936				hypothetical protein
ILPPLFEM_05841	CDS	1467	egtB	1.14.99.50		Hercynine oxygenase
ILPPLFEM_05842	CDS	879				hypothetical protein
